staff_id,hospital_id,first_name,last_name,role,salary_grade,employment_date,shift,source_file
8703,43,Lucy,Hodgson,Nutritionist,JG-E,2025-08-20,Night,staff.csv
8704,43,Marian,Hammond,Medical Records Officer,JG-A,2024-05-17,Rotating,staff.csv
8705,43,Holly,Thomas,Medical Records Officer,JG-C,2021-06-24,Day,staff.csv
8706,43,Sean,Carr,Pharmacist,JG-C,2023-08-21,Day,staff.csv
8707,43,Hayley,Harris,Driver,JG-E,2017-02-03,Night,staff.csv
8708,43,Mitchell,Newman,Driver,JG-D,2007-05-29,Night,staff.csv
8709,43,Heather,Allen,Cleaner,JG-B,2024-01-31,Night,staff.csv
8710,43,Nicole,Gray,Driver,JG-D,2013-09-08,Rotating,staff.csv
8711,43,George,Frost,ICT Officer,JG-F,2020-05-15,Rotating,staff.csv
8712,43,Diane,Hunter,Nurse,JG-A,2010-07-08,Night,staff.csv
8713,43,Helen,Richards,Receptionist,JG-E,2008-11-16,Night,staff.csv
8714,43,Tina,Ali,Security Officer,JG-C,2012-11-18,Night,staff.csv
8715,43,Jeremy,Daly,Driver,JG-B,2011-09-02,Rotating,staff.csv
8716,43,Malcolm,Ward,Nutritionist,JG-C,2006-09-19,Day,staff.csv
8717,43,Pamela,King,Driver,JG-B,2026-04-05,Night,staff.csv
8718,43,Richard,Martin,Administrator,JG-C,2010-03-17,Night,staff.csv
8719,43,Dylan,Matthews,Driver,JG-E,2025-10-21,Day,staff.csv
8720,43,Deborah,Godfrey,Laboratory Technologist,JG-G,2022-01-08,Rotating,staff.csv
8721,43,Michael,Davies,Radiographer,JG-B,2026-03-02,Rotating,staff.csv
8722,43,Gerald,Nelson,Receptionist,JG-A,2024-02-04,Rotating,staff.csv
8723,43,Justin,Brown,Medical Records Officer,JG-E,2022-01-17,Day,staff.csv
8724,43,Leon,Miller,Cleaner,JG-A,2025-08-09,Day,staff.csv
8725,43,Elaine,Brown,Medical Records Officer,JG-C,2018-09-20,Rotating,staff.csv
8726,43,Elliott,Richards,Laboratory Technologist,JG-G,2024-03-28,Rotating,staff.csv
8727,43,Trevor,Duncan,Administrator,JG-C,2016-10-03,Rotating,staff.csv
8728,43,John,Hancock,Receptionist,JG-B,2018-08-20,Rotating,staff.csv
8729,43,Raymond,Hopkins,Nurse,JG-D,2017-06-15,Night,staff.csv
8730,43,Donald,Morris,Pharmacist,JG-E,2010-01-11,Night,staff.csv
8731,43,Carl,Watson,Nurse,JG-A,2019-03-15,Rotating,staff.csv
8732,43,Nicholas,Lucas,Administrator,JG-B,2013-07-04,Night,staff.csv
8733,43,Jessica,Smith,Administrator,JG-C,2022-02-24,Rotating,staff.csv
8734,43,Brandon,Holmes,ICT Officer,JG-E,2020-09-25,Day,staff.csv
8735,43,Mohammad,Parkin,Nutritionist,JG-B,2014-07-12,Night,staff.csv
8736,43,Howard,Armstrong,Laboratory Technologist,JG-G,2026-03-07,Rotating,staff.csv
8737,43,Sally,Bell,Medical Records Officer,JG-E,2007-04-24,Day,staff.csv
8738,43,Amber,Andrews,Nutritionist,JG-G,2010-08-09,Rotating,staff.csv
8739,43,Josephine,Cooper,Security Officer,JG-A,2025-05-02,Night,staff.csv
8740,43,Samantha,Oliver,Nurse,JG-C,2008-11-19,Night,staff.csv
8741,43,Dean,Robertson,Radiographer,JG-A,2006-10-22,Night,staff.csv
8742,43,Marion,Brown,Nutritionist,JG-F,2007-06-03,Night,staff.csv
8743,43,Gail,Berry,Radiographer,JG-F,2010-09-30,Day,staff.csv
8744,43,Robin,Taylor,Cleaner,JG-F,2017-10-27,Day,staff.csv
8745,43,Frances,Goddard,Driver,JG-E,2018-07-23,Night,staff.csv
8746,43,Barry,Blackburn,Radiographer,JG-G,2010-12-25,Rotating,staff.csv
8747,43,Caroline,Hawkins,Security Officer,JG-C,2023-06-19,Day,staff.csv
8748,43,Damien,James,Laboratory Technologist,JG-A,2017-01-08,Day,staff.csv
8749,43,Norman,Smith,Clinical Officer,JG-F,2019-08-03,Day,staff.csv
8750,43,Clare,Evans,Clinical Officer,JG-G,2009-07-14,Night,staff.csv
8751,43,Shaun,Rogers,Radiographer,JG-G,2012-04-20,Day,staff.csv
8752,43,Samantha,Khan,Medical Records Officer,JG-F,2012-11-13,Rotating,staff.csv
8753,43,Oliver,Hall,Medical Records Officer,JG-G,2016-02-19,Day,staff.csv
8754,43,Teresa,Jones,Cleaner,JG-F,2024-02-04,Night,staff.csv
8755,43,Dennis,Vincent,Radiographer,JG-C,2026-05-31,Rotating,staff.csv
8756,43,Ross,Young,Radiographer,JG-B,2022-09-20,Night,staff.csv
8757,43,Elliot,Matthews,Medical Records Officer,JG-F,2019-03-03,Rotating,staff.csv
8758,43,Karen,Webb,ICT Officer,JG-D,2008-03-28,Rotating,staff.csv
8759,43,Paula,Rose,Radiographer,JG-B,2016-01-08,Day,staff.csv
8760,43,Brandon,Walker,Security Officer,JG-A,2010-04-22,Night,staff.csv
8761,43,Carly,Williams,Administrator,JG-A,2010-08-27,Day,staff.csv
8762,43,Kenneth,Parker,Medical Records Officer,JG-D,2014-01-11,Day,staff.csv
8763,43,Charles,Williams,Laboratory Technologist,JG-E,2020-11-16,Day,staff.csv
8764,43,Bethany,Lees,Laboratory Technologist,JG-B,2019-11-06,Day,staff.csv
8765,43,Kerry,Bennett,Receptionist,JG-G,2015-02-12,Rotating,staff.csv
8766,43,Margaret,Brown,Clinical Officer,JG-B,2023-09-09,Night,staff.csv
8767,43,Trevor,Connolly,Receptionist,JG-C,2023-10-01,Day,staff.csv
8768,43,Natalie,Ali,Nurse,JG-C,2021-09-30,Night,staff.csv
8769,43,Justin,Harper,Driver,JG-A,2021-06-29,Night,staff.csv
8770,43,Lydia,Kelly,Administrator,JG-C,2015-08-19,Night,staff.csv
8771,43,Marian,Price,Driver,JG-E,2017-07-25,Day,staff.csv
8772,43,Stewart,Todd,Clinical Officer,JG-B,2021-09-02,Night,staff.csv
8773,43,Hilary,Williams,Driver,JG-E,2015-03-19,Day,staff.csv
8774,43,Tina,Harris,Radiographer,JG-C,2018-01-21,Night,staff.csv
8775,43,Mohammad,Fox,Laboratory Technologist,JG-E,2013-04-21,Night,staff.csv
8776,43,Raymond,Simmons,Clinical Officer,JG-D,2016-08-14,Night,staff.csv
8777,43,Gary,Shaw,Radiographer,JG-B,2020-11-08,Night,staff.csv
8778,43,Julia,Morgan,Administrator,JG-G,2007-08-09,Rotating,staff.csv
8779,43,Marie,Matthews,Cleaner,JG-G,2022-08-01,Night,staff.csv
8780,43,Oliver,Lewis,Administrator,JG-E,2019-03-03,Night,staff.csv
8781,43,Iain,Oliver,Pharmacist,JG-A,2009-06-08,Rotating,staff.csv
8782,43,Jenna,Ward,Nurse,JG-E,2009-09-17,Day,staff.csv
8783,43,Melissa,Hall,Nutritionist,JG-F,2024-03-29,Night,staff.csv
8784,43,Daniel,Kay,Medical Records Officer,JG-G,2018-10-05,Night,staff.csv
8785,43,Adam,King,Security Officer,JG-A,2010-10-07,Night,staff.csv
8786,43,Olivia,Taylor,ICT Officer,JG-C,2019-05-13,Day,staff.csv
8787,43,Lucy,Richardson,Cleaner,JG-B,2021-11-09,Rotating,staff.csv
8788,43,Mary,Owen,Pharmacist,JG-F,2018-03-02,Day,staff.csv
8789,43,Ashleigh,Pearce,Pharmacist,JG-F,2020-08-21,Rotating,staff.csv
8790,43,Joseph,Harris,Administrator,JG-F,2016-05-08,Day,staff.csv
8791,43,Damian,Newman,Security Officer,JG-C,2026-05-25,Night,staff.csv
8792,43,Liam,Miller,Pharmacist,JG-D,2020-12-26,Night,staff.csv
8793,43,Lynda,Henderson,Driver,JG-G,2018-06-24,Day,staff.csv
8794,43,Karen,Edwards,Laboratory Technologist,JG-A,2025-03-10,Rotating,staff.csv
8795,43,Timothy,Davison,Nutritionist,JG-B,2009-04-25,Rotating,staff.csv
8796,43,Megan,Patterson,Nurse,JG-A,2013-12-21,Day,staff.csv
8797,43,Megan,Ward,Receptionist,JG-E,2018-02-13,Day,staff.csv
8798,43,Denis,Bentley,Medical Records Officer,JG-D,2022-02-07,Rotating,staff.csv
8799,43,Melanie,Barber,Security Officer,JG-E,2021-09-05,Day,staff.csv
8800,43,Marcus,Welch,Laboratory Technologist,JG-C,2023-03-11,Day,staff.csv
8801,43,Kelly,Price,ICT Officer,JG-A,2012-04-09,Rotating,staff.csv
8802,43,Maureen,Mason,Nutritionist,JG-E,2010-06-04,Night,staff.csv
8803,43,Marion,Morgan,Nurse,JG-B,2019-10-11,Rotating,staff.csv
8804,43,Joseph,Wright,Medical Records Officer,JG-D,2023-02-12,Rotating,staff.csv
8805,43,Mary,Todd,Radiographer,JG-E,2025-06-10,Day,staff.csv
8806,43,Stewart,Browne,ICT Officer,JG-E,2010-02-23,Day,staff.csv
8807,43,Ben,Davidson,Radiographer,JG-F,2021-12-19,Rotating,staff.csv
8808,43,Rachael,Morgan,ICT Officer,JG-G,2009-02-23,Day,staff.csv
8809,43,Frank,Carter,Pharmacist,JG-A,2015-06-22,Rotating,staff.csv
8810,43,Shaun,McCarthy,Security Officer,JG-A,2009-04-10,Day,staff.csv
8811,43,Jake,Haynes,Cleaner,JG-A,2023-01-18,Night,staff.csv
8812,43,Jeffrey,Newton,Clinical Officer,JG-G,2022-07-15,Day,staff.csv
8813,43,Antony,Francis,Radiographer,JG-F,2024-02-13,Day,staff.csv
8814,43,Robert,Fletcher,Nutritionist,JG-A,2024-01-14,Day,staff.csv
8815,43,Bethany,Moore,Laboratory Technologist,JG-C,2008-03-23,Night,staff.csv
8816,43,Brandon,Williams,Receptionist,JG-F,2018-09-27,Night,staff.csv
8817,43,Brandon,Hayward,Laboratory Technologist,JG-C,2016-10-22,Night,staff.csv
8818,43,Andrea,Shaw,ICT Officer,JG-C,2011-12-22,Rotating,staff.csv
8819,43,Kathryn,Watts,Nutritionist,JG-G,2016-06-30,Day,staff.csv
8820,43,Tony,Higgins,Nurse,JG-E,2015-01-18,Rotating,staff.csv
8821,43,Tom,Harrison,Administrator,JG-F,2015-05-21,Night,staff.csv
8822,43,Emily,Rogers,Cleaner,JG-G,2017-12-11,Night,staff.csv
8823,43,Samuel,Walsh,Medical Records Officer,JG-F,2008-02-11,Day,staff.csv
8824,43,Rebecca,Ross,Medical Records Officer,JG-B,2024-05-22,Rotating,staff.csv
8825,43,Henry,Taylor,Nutritionist,JG-A,2011-09-12,Night,staff.csv
8826,43,Gordon,Pearce,Nurse,JG-A,2008-09-16,Night,staff.csv
8827,43,Mohamed,Thomas,Laboratory Technologist,JG-A,2010-10-14,Day,staff.csv
8828,43,Lucy,Godfrey,Nutritionist,JG-F,2010-07-13,Night,staff.csv
8829,43,Leah,Bell,Laboratory Technologist,JG-A,2013-06-14,Day,staff.csv
8830,43,Katie,John,Administrator,JG-D,2025-09-24,Night,staff.csv
8831,43,Kelly,Woods,Nutritionist,JG-G,2009-05-06,Day,staff.csv
8832,43,Owen,Harrison,Radiographer,JG-F,2006-07-23,Rotating,staff.csv
8833,43,Eleanor,Davies,Administrator,JG-B,2022-01-13,Day,staff.csv
8834,43,Vincent,Smith,Nutritionist,JG-F,2014-12-21,Rotating,staff.csv
8835,43,Donald,Barnes,Radiographer,JG-B,2023-03-23,Day,staff.csv
8836,43,Molly,Moss,Cleaner,JG-B,2007-06-14,Day,staff.csv
8837,43,Leigh,Cox,Nutritionist,JG-G,2017-09-04,Night,staff.csv
8838,43,Lucy,Smith,ICT Officer,JG-C,2023-11-13,Night,staff.csv
8839,43,Graham,Carr,Medical Records Officer,JG-A,2018-10-13,Night,staff.csv
8840,43,Josh,Khan,Radiographer,JG-F,2006-07-29,Rotating,staff.csv
8841,43,Neil,Jones,Laboratory Technologist,JG-B,2011-06-16,Night,staff.csv
8842,43,Wayne,Read,Nurse,JG-A,2008-11-26,Day,staff.csv
8843,43,Scott,Nash,Driver,JG-A,2015-05-20,Night,staff.csv
8844,43,Jodie,Powell,Receptionist,JG-E,2025-08-22,Day,staff.csv
8845,43,Michelle,Ryan,Radiographer,JG-E,2015-01-15,Rotating,staff.csv
8846,43,Maurice,Rahman,Medical Records Officer,JG-D,2007-04-30,Night,staff.csv
8847,43,Cameron,Thorpe,Nutritionist,JG-A,2020-09-05,Night,staff.csv
8848,43,Nathan,Burns,Radiographer,JG-G,2008-06-23,Rotating,staff.csv
8849,43,Andrea,Mitchell,ICT Officer,JG-G,2009-04-10,Rotating,staff.csv
8850,43,Frances,Day,Medical Records Officer,JG-E,2018-06-25,Rotating,staff.csv
8851,43,Jenna,Hartley,Clinical Officer,JG-G,2020-09-27,Night,staff.csv
8852,43,Jeffrey,Patel,Security Officer,JG-D,2023-12-10,Day,staff.csv
8853,43,Hazel,Bennett,Cleaner,JG-C,2013-12-09,Night,staff.csv
8854,43,Joanne,Smith,Radiographer,JG-C,2019-08-10,Rotating,staff.csv
8855,43,Terence,Hart,Driver,JG-C,2022-05-02,Rotating,staff.csv
8856,43,Carl,Perkins,ICT Officer,JG-F,2007-11-07,Rotating,staff.csv
8857,43,Kieran,Jones,Clinical Officer,JG-C,2025-01-09,Day,staff.csv
8858,43,Emma,Frost,Receptionist,JG-C,2021-08-01,Night,staff.csv
8859,43,Harry,Harrison,Clinical Officer,JG-C,2007-11-13,Rotating,staff.csv
8860,43,Diane,Roberts,Cleaner,JG-A,2014-11-16,Rotating,staff.csv
8861,43,Joan,Barker,Receptionist,JG-B,2017-12-11,Day,staff.csv
8862,43,Kelly,Jackson,Clinical Officer,JG-F,2018-05-12,Rotating,staff.csv
8863,43,Barbara,George,Driver,JG-B,2007-08-13,Day,staff.csv
8864,43,Leonard,Moss,ICT Officer,JG-D,2019-04-07,Day,staff.csv
8865,43,Brandon,Long,Pharmacist,JG-E,2025-07-02,Day,staff.csv
8866,43,Brandon,Smith,Clinical Officer,JG-D,2021-01-10,Night,staff.csv
8867,43,Megan,O'Brien,Cleaner,JG-G,2015-07-16,Day,staff.csv
8868,43,Steven,Bailey,Receptionist,JG-G,2008-04-01,Day,staff.csv
8869,43,Julie,Wilkinson,Medical Records Officer,JG-C,2012-06-03,Day,staff.csv
8870,43,Melissa,Payne,Cleaner,JG-F,2024-07-05,Night,staff.csv
8871,43,Clifford,Baker,Cleaner,JG-B,2009-05-21,Rotating,staff.csv
8872,43,Richard,Mason,Medical Records Officer,JG-B,2020-03-17,Day,staff.csv
8873,43,Gareth,Lloyd,Medical Records Officer,JG-G,2017-05-20,Day,staff.csv
8874,43,Diane,Higgins,Laboratory Technologist,JG-D,2021-04-30,Night,staff.csv
8875,43,Allan,Slater,Radiographer,JG-E,2011-02-23,Rotating,staff.csv
8876,43,Douglas,Wilkins,Nurse,JG-F,2011-12-22,Rotating,staff.csv
8877,43,Karl,Edwards,Nutritionist,JG-F,2008-12-19,Rotating,staff.csv
8878,43,Daniel,Norton,Driver,JG-C,2026-05-28,Rotating,staff.csv
8879,43,Antony,Hall,Administrator,JG-C,2011-01-08,Day,staff.csv
8880,43,Jemma,King,Driver,JG-E,2020-04-17,Day,staff.csv
8881,43,Barbara,Jones,Administrator,JG-F,2007-02-10,Day,staff.csv
8882,43,Beth,Lee,Radiographer,JG-G,2013-10-01,Night,staff.csv
8883,43,Marian,Davis,Driver,JG-E,2016-10-25,Day,staff.csv
8884,43,Max,Lewis,Laboratory Technologist,JG-F,2020-01-14,Day,staff.csv
8885,43,Allan,Coates,Radiographer,JG-A,2025-05-11,Day,staff.csv
8886,43,Howard,Wilson,Medical Records Officer,JG-F,2012-11-26,Night,staff.csv
8887,43,Rosemary,Martin,Pharmacist,JG-E,2019-07-04,Rotating,staff.csv
8888,43,Vincent,Price,Pharmacist,JG-B,2013-07-19,Day,staff.csv
8889,43,Dorothy,Whittaker,Medical Records Officer,JG-D,2009-06-04,Day,staff.csv
8890,43,Ellie,Knight,Pharmacist,JG-C,2009-11-12,Night,staff.csv
8891,43,Harriet,Wong,Laboratory Technologist,JG-C,2007-07-21,Night,staff.csv
8892,43,Trevor,Evans,Radiographer,JG-E,2016-03-06,Night,staff.csv
8893,43,David,Cross,ICT Officer,JG-G,2024-09-09,Day,staff.csv
8894,43,Rebecca,George,Radiographer,JG-E,2007-09-29,Day,staff.csv
8895,43,Julia,Hart,Radiographer,JG-D,2019-03-04,Night,staff.csv
8896,43,Naomi,Herbert,Receptionist,JG-C,2012-08-14,Rotating,staff.csv
8897,43,Charlie,Richardson,Receptionist,JG-D,2009-01-19,Night,staff.csv
8898,43,Judith,Hughes,Driver,JG-E,2025-05-15,Night,staff.csv
8899,43,Norman,Marshall,Nurse,JG-A,2008-08-25,Night,staff.csv
8900,43,Amanda,Harvey,Receptionist,JG-C,2018-02-25,Day,staff.csv
8901,43,Clive,Jenkins,Medical Records Officer,JG-E,2015-02-12,Night,staff.csv
8902,43,Joanna,Brown,Medical Records Officer,JG-E,2017-02-07,Day,staff.csv
8903,43,Kathryn,Rowe,Laboratory Technologist,JG-E,2012-02-29,Day,staff.csv
8904,43,Tony,Howard,Nurse,JG-C,2017-03-13,Night,staff.csv
8905,43,Conor,Webster,Driver,JG-A,2023-09-29,Day,staff.csv
8906,43,Nathan,Booth,Clinical Officer,JG-B,2012-11-19,Night,staff.csv
8907,43,Pamela,Jones,Laboratory Technologist,JG-C,2025-03-23,Night,staff.csv
8908,43,Jean,Jones,Security Officer,JG-F,2020-08-30,Night,staff.csv
8909,43,Georgina,Taylor,Clinical Officer,JG-C,2024-07-23,Rotating,staff.csv
8910,43,Nigel,Patel,Pharmacist,JG-F,2012-02-19,Day,staff.csv
8911,43,Mathew,Davies,Medical Records Officer,JG-A,2021-02-08,Rotating,staff.csv
8912,43,Zoe,Skinner,Administrator,JG-B,2023-12-31,Night,staff.csv
8913,43,Olivia,Parry,ICT Officer,JG-D,2012-01-08,Night,staff.csv
8914,43,Billy,Wells,Nutritionist,JG-B,2026-01-10,Day,staff.csv
8915,43,Jacob,Clark,Driver,JG-F,2012-07-26,Rotating,staff.csv
8916,43,Billy,Fox,Radiographer,JG-D,2019-08-20,Night,staff.csv
8917,43,Ashleigh,Parker,Driver,JG-D,2011-11-08,Day,staff.csv
8918,43,Sandra,Morris,Clinical Officer,JG-F,2021-02-18,Night,staff.csv
8919,43,Eleanor,Davies,Radiographer,JG-B,2019-10-13,Rotating,staff.csv
8920,43,Joan,Jenkins,Radiographer,JG-B,2019-06-03,Day,staff.csv
8921,43,David,White,ICT Officer,JG-E,2022-11-19,Day,staff.csv
8922,43,Justin,Payne,Receptionist,JG-A,2016-01-25,Rotating,staff.csv
8923,43,Sharon,Jones,Administrator,JG-C,2008-03-24,Day,staff.csv
8924,43,Stanley,Barnett,Receptionist,JG-F,2016-01-01,Rotating,staff.csv
8925,43,Garry,Payne,Nurse,JG-G,2009-02-27,Night,staff.csv
8926,43,Gregory,Hayward,Laboratory Technologist,JG-B,2021-06-07,Day,staff.csv
8927,43,Beth,Quinn,Driver,JG-E,2015-01-28,Day,staff.csv
8928,43,Charlotte,Hill,Laboratory Technologist,JG-D,2013-04-29,Night,staff.csv
8929,43,Edward,Johnson,Medical Records Officer,JG-G,2020-01-19,Rotating,staff.csv
8930,43,Joshua,Wilson,Medical Records Officer,JG-G,2008-12-27,Day,staff.csv
8931,43,Cameron,Davidson,Driver,JG-C,2022-10-28,Day,staff.csv
8932,43,Leanne,Briggs,Pharmacist,JG-D,2017-12-03,Day,staff.csv
8933,43,Russell,Robinson,Administrator,JG-D,2025-03-05,Day,staff.csv
8934,43,Paula,Ellis,Medical Records Officer,JG-D,2012-07-10,Rotating,staff.csv
8935,43,Vincent,James,Receptionist,JG-B,2019-04-14,Rotating,staff.csv
8936,43,Gareth,Carter,Administrator,JG-E,2012-09-02,Day,staff.csv
8937,43,Amanda,Pollard,ICT Officer,JG-G,2020-09-15,Night,staff.csv
8938,43,Arthur,Bryan,Medical Records Officer,JG-F,2006-08-17,Night,staff.csv
8939,43,Kerry,Jones,Clinical Officer,JG-F,2010-01-21,Day,staff.csv
8940,43,Carl,O'Connor,Security Officer,JG-F,2025-09-25,Night,staff.csv
8941,43,Abdul,Ellis,ICT Officer,JG-D,2017-04-25,Day,staff.csv
8942,43,Rachel,Richardson,Driver,JG-C,2008-12-15,Night,staff.csv
8943,43,Raymond,Walker,Medical Records Officer,JG-G,2009-11-07,Day,staff.csv
8944,43,Jay,Bailey,Cleaner,JG-B,2015-09-14,Day,staff.csv
8945,43,Sian,Clark,Administrator,JG-F,2025-03-28,Day,staff.csv
8946,43,Amy,Nicholls,Administrator,JG-B,2017-01-31,Day,staff.csv
8947,43,Bryan,Rose,ICT Officer,JG-A,2008-05-22,Rotating,staff.csv
8948,43,Gillian,Moore,Medical Records Officer,JG-G,2021-07-22,Day,staff.csv
8949,43,Georgia,Atkinson,Administrator,JG-F,2025-05-28,Day,staff.csv
8950,43,Jane,Marshall,Driver,JG-E,2007-05-01,Night,staff.csv
8951,43,Peter,Carr,ICT Officer,JG-A,2014-11-20,Night,staff.csv
8952,43,Gillian,Hall,Administrator,JG-G,2012-07-24,Rotating,staff.csv
8953,43,Christine,Porter,Administrator,JG-B,2026-04-27,Day,staff.csv
8954,43,Jack,Wood,ICT Officer,JG-A,2006-12-24,Rotating,staff.csv
8955,43,Joanna,Thomas,Cleaner,JG-A,2008-10-10,Night,staff.csv
8956,43,Ian,Hill,Laboratory Technologist,JG-E,2020-05-23,Rotating,staff.csv
8957,43,Paige,Williams,Receptionist,JG-C,2012-03-30,Night,staff.csv
8958,43,Rosie,Hooper,Clinical Officer,JG-E,2011-02-14,Day,staff.csv
8959,43,Julian,Brown,Nutritionist,JG-C,2024-10-24,Rotating,staff.csv
8960,43,Beverley,Cook,Cleaner,JG-C,2025-12-13,Rotating,staff.csv
8961,43,David,Cooper,ICT Officer,JG-F,2018-05-02,Rotating,staff.csv
8962,43,Zoe,Fowler,Laboratory Technologist,JG-G,2009-04-16,Night,staff.csv
8963,43,Kieran,Mistry,Pharmacist,JG-A,2011-02-11,Night,staff.csv
8964,43,Kimberley,Barnes,Receptionist,JG-E,2015-04-20,Day,staff.csv
8965,43,Jill,James,Pharmacist,JG-F,2025-07-03,Day,staff.csv
8966,43,Joshua,Webster,ICT Officer,JG-G,2013-12-18,Night,staff.csv
8967,43,Mitchell,Noble,Pharmacist,JG-A,2020-08-23,Rotating,staff.csv
8968,43,Bethan,Gibbons,Laboratory Technologist,JG-D,2024-08-04,Rotating,staff.csv
8969,43,Alex,Evans,Receptionist,JG-B,2018-08-22,Night,staff.csv
8970,43,Dennis,Stewart,Driver,JG-C,2023-04-12,Day,staff.csv
8971,43,Andrea,McKenzie,ICT Officer,JG-D,2025-07-08,Day,staff.csv
8972,43,Bradley,Hilton,Driver,JG-A,2007-10-05,Rotating,staff.csv
8973,43,Ruth,Hope,Administrator,JG-A,2020-03-07,Day,staff.csv
8974,43,Rebecca,Richards,Receptionist,JG-D,2010-10-15,Day,staff.csv
8975,43,Liam,Ward,Driver,JG-C,2009-02-02,Rotating,staff.csv
8976,43,Alex,Ellis,Nutritionist,JG-G,2022-08-28,Night,staff.csv
8977,43,Sian,Turner,Radiographer,JG-G,2025-08-20,Day,staff.csv
8978,43,Joyce,Jones,Medical Records Officer,JG-F,2013-03-16,Day,staff.csv
8979,43,Jonathan,Bradley,Laboratory Technologist,JG-D,2022-05-06,Rotating,staff.csv
8980,43,Michael,Barton,Nurse,JG-E,2024-01-16,Night,staff.csv
8981,43,Patrick,Booth,Security Officer,JG-A,2012-09-05,Night,staff.csv
8982,43,Caroline,Ball,Clinical Officer,JG-B,2015-08-29,Night,staff.csv
8983,43,Aimee,Powell,Laboratory Technologist,JG-D,2022-04-03,Day,staff.csv
8984,43,William,King,Laboratory Technologist,JG-B,2019-09-23,Day,staff.csv
8985,43,Eleanor,Clements,Cleaner,JG-G,2020-11-16,Night,staff.csv
8986,43,Julian,Parry,Pharmacist,JG-A,2008-01-08,Night,staff.csv
8987,43,Amber,Mitchell,Medical Records Officer,JG-B,2018-08-01,Rotating,staff.csv
8988,43,Ashley,Singh,Receptionist,JG-F,2007-10-19,Day,staff.csv
8989,43,Jason,Chambers,Clinical Officer,JG-C,2026-04-19,Rotating,staff.csv
8990,43,Lauren,Wallace,Administrator,JG-D,2015-11-18,Day,staff.csv
8991,43,Aimee,Lane,Nurse,JG-E,2007-09-24,Rotating,staff.csv
8992,43,Guy,Young,Security Officer,JG-E,2021-05-03,Rotating,staff.csv
8993,43,Charles,Taylor,Clinical Officer,JG-E,2007-12-13,Day,staff.csv
8994,43,Marian,Payne,Clinical Officer,JG-A,2009-06-11,Rotating,staff.csv
8995,43,Leigh,Lee,Pharmacist,JG-B,2021-03-21,Night,staff.csv
8996,44,Natalie,Bell,Receptionist,JG-D,2013-01-03,Day,staff.csv
8997,44,Jasmine,Tyler,Administrator,JG-F,2026-05-23,Day,staff.csv
8998,44,Nigel,Scott,ICT Officer,JG-E,2017-07-12,Day,staff.csv
8999,44,Gerald,Ross,Cleaner,JG-D,2006-06-28,Day,staff.csv
9000,44,Gregory,Charlton,ICT Officer,JG-G,2016-09-23,Night,staff.csv
9001,44,Nigel,Tucker,Nurse,JG-G,2010-04-25,Day,staff.csv
9002,44,Margaret,McDonald,Cleaner,JG-B,2007-08-10,Night,staff.csv
9003,44,Alexander,Moran,ICT Officer,JG-D,2009-01-20,Night,staff.csv
9004,44,Wendy,Barlow,Administrator,JG-B,2014-12-07,Night,staff.csv
9005,44,Tina,Wilson,Cleaner,JG-B,2011-03-06,Night,staff.csv
9006,44,Leigh,Parker,Security Officer,JG-A,2008-09-11,Rotating,staff.csv
9007,44,Russell,Wells,Clinical Officer,JG-C,2015-09-27,Rotating,staff.csv
9008,44,Glen,Mann,Medical Records Officer,JG-E,2007-08-10,Night,staff.csv
9009,44,Trevor,Clark,Administrator,JG-B,2018-02-20,Day,staff.csv
9010,44,Aaron,Shah,Medical Records Officer,JG-D,2022-04-03,Night,staff.csv
9011,44,Norman,Schofield,Medical Records Officer,JG-F,2016-09-07,Day,staff.csv
9012,44,Joseph,Mason,Security Officer,JG-D,2007-11-01,Day,staff.csv
9013,44,Gregory,Lucas,Nutritionist,JG-B,2013-01-10,Day,staff.csv
9014,44,Marie,Jones,Receptionist,JG-D,2019-05-10,Night,staff.csv
9015,44,Zoe,Dean,ICT Officer,JG-G,2015-12-24,Night,staff.csv
9016,44,Mark,Taylor,Cleaner,JG-C,2016-01-26,Rotating,staff.csv
9017,44,Kerry,Hope,Cleaner,JG-C,2009-11-13,Day,staff.csv
9018,44,Ian,Hartley,Security Officer,JG-E,2008-10-27,Day,staff.csv
9019,44,Derek,Woodward,Driver,JG-F,2019-11-17,Night,staff.csv
9020,44,Jeremy,Howarth,Medical Records Officer,JG-E,2016-11-08,Rotating,staff.csv
9021,44,Amber,Bryan,Security Officer,JG-G,2026-03-11,Day,staff.csv
9022,44,Jane,Russell,Nurse,JG-E,2008-04-03,Night,staff.csv
9023,44,Gail,Chambers,Security Officer,JG-D,2023-12-29,Night,staff.csv
9024,44,Denis,Bull,Security Officer,JG-B,2014-09-07,Rotating,staff.csv
9025,44,Janice,Mitchell,Nutritionist,JG-G,2018-07-05,Night,staff.csv
9026,44,Simon,Scott,Driver,JG-A,2012-07-03,Night,staff.csv
9027,44,Michael,Richardson,Security Officer,JG-E,2016-02-16,Day,staff.csv
9028,44,Sean,Mason,Nurse,JG-F,2009-01-23,Rotating,staff.csv
9029,44,Daniel,Dixon,Administrator,JG-B,2011-06-28,Day,staff.csv
9030,44,Jane,Gray,Nurse,JG-C,2016-03-09,Day,staff.csv
9031,44,Ben,Hawkins,Pharmacist,JG-C,2008-03-20,Day,staff.csv
9032,44,Damien,Reeves,Radiographer,JG-E,2023-11-06,Day,staff.csv
